2724,2804,1161,1948,2831,228,2712,1532,2476,421,1625,869,1231,1625,772,244,859,3072,1727,3072,3072,1071,1231,1625,556,3260,2494,1351,78,1002,2142,1071,673,3151,2466,707,1942,3101,496,523,781,838,3180,1487,1202,2743,122,2831,3339,1645,869,979,1199,529,1263,3015,935,906,3341,1160,869,339,1728,626,3098,3333,1544,2494,2942,384,2914,137,1071,3313,1615,182,1904,1487,1202,1202,3293,917,1911,1443,3072,3072,1924,1942,298,2415,3101,496,523,781,3333,2204,869,2492,3231,266,2804,386,523,781,869,2911,228,2608,1824,2070,644,1221,3341,1324,2006	1
3072,1202,1443,3072,3293,1924,1161,1948,869,3070,2732,2682,2151,3284,1663,869,496,1517,859,3341,2204,869,45,2142,3284,1663,1253,2081,1869,2614,1793,1678,2966,266,3339,3226,386,3175,781,869,2682,2679,599,1443,2739,486,869,1740,733,2277,2628,1156,1756,1071,1164,1396,2797,869,679,752,3162,3284,1663,2485,152,2844,3001,869,2911,228,2469,2831,1709,1406,462	1
3298,98,1799,592,2831,546,6,462,1253,864,2874,2608,1600,2007,3322,386,3132,1252,1591,1947,898,491,2683,3145,3226,2565,1202,1202,686,631,386,898,869,207,988,1202,1995,917,3298,98,1799,592,2628,869,2447,3132,1252,1591,1947,644,1612,869,2793,2831,1903,1824,1969,2352,656,66,124,2447,2177,1720,2086,3171,1382,788,869,1612,1486,3180,810,1824,656,898,869,2763,1720,2801,386,1410,3250,2551,1324,1612,853,2801,1466,1486,869,1558,3250,2853,2551,2831,1411,864,577,1824,2831,2682,2151,657,266,810,1135,545,621	1
1231,1625,2911,733,1146,1457,1155,72,869,3032,1948,2831,228,2476,421,1625,2267,3084,1231,869,699,228,2859,3185,2831,977,2859,968,580,2763,2043,2142,869,2492,140,2763,501,618,869,2022,381,2763,2090,679,1071,679,752,2911,2763,2618,869,386,298,2415,228,339,1199,3072,3072,182,869,2781,3032,2485,3145,1161,1948,869,2123,2884,2692,2850,202,2221,1740,1221,3341,1129,869,2763,265,2337,2628,1625,1071,298,2415,2818,1319,3072,1727,772,2551,1700,869,2911,733,1324,2006,2831,1071	1
2686,2482,228,496,1049,267,1930,1799,1569,1678,2966,1319,869,1894,2799,1903,1410,3250,3183,640,1071	1
397,3180,1498,929,869,2847,913,3198,2142,2831,1071,1947,2804,1734,2786,3082,864,2874,3284,1663,76,461,1161,1948,462	1
2157,3045,2628,2043,824,2605,898,869,1740,1903,3180,291,3224,2831,1422,2670,1709,869,2793,644,276,898,266,1181,2177,2605,386,869,2447,1049,267,1930,1799,1569,1678,2966,268,407,225,1986,3339,2831,3254,268,407,2863,2863,679,752,2911,3231,869,631,228,2043,824,2605,898,1071	1
1382,2662,3298,1799,869,631,6,1885,898,459,298,2415,1071,298,2415,2447,1049,267,1930,1799,1569,2499,1691,869,459,228,3254,2267,2831,3183,640,1071,1670,1799,2831,2628,2986,1318,2628,3284,1663,3226,1466,298,2415,2831,869,3181,1734,898,1043,3256,709,3089,1071,3063,1164,1396,228,2267,3274,1799,1569,592,298,2415,2831,1890,1714,1740,228,3341,3024,2831,869,1467,2628,1727,1995,1202,2831,1231,1625,1971,386,1799,592,2628,820,280,386,65,2565,1759,869,1405,1299,2116,869,2447,3132,1252,3339,459,3098,1231,1625,65,2565,1759,2400,1654,2763,929,2831,869,631,2928,1324,2006,2123,1486,2831,898,1071,2911,3180,631,228,339,1728,869,2482,1487,1759,266,871,869,2120,2763,1720,2086,3180,242,2142,3219,2831,869,2123,2884,1911,182,1663,1612,2641,2718,2927,1093,1061,657,1903,3180,898,1071,3254,2781,1824,2151,988,2763,1909,2831,631,1199,3128,2482,425,791,869,2911,1995,1202,1070,266,2157,462,1948,459,268,2831,1824,1564,2443,657,228,1486,3298,1799,2831,356,752,2492,229,2831,869,3072,1202,3180,1759,810,657,2524,3180,3315,207,2443,649,1348,2831,869,459,2763,1345,1780,2739,506,2198,425,1995,1202,1070,1231,1730,2932,621,2911,3180,631,228,225,810,298,2415,1293,2499,869,3082,2081,266,596,2831,3333,869,3063,1890,1714,218,2763,2006,1575,869,1270,2486,2628,1781,657,2482,3072,1759,1100,462,3070,2732,1486,1405,1231,1625,2911,733,556,3260,1640,151,2831,869,3063,631,2763,929,459,810,1890,2320,1071,1164,1396,1670,1799,1161,1948,2831,2116,869,1382,2662,1299,2447,228,1221,1603,1324,2006,869,1740,1294,2718,3341,225,3250,2198,898,869,2911,228,929,988,2230,323,2831	1
1733,1839,2763,2618,2831,298,2415,869,2551,237,881,2150,1740,2763,2618,869,765,1890,1221,3333,3024,462	1
3070,2732,2682,2151,3333,2763,2618	1
2466,3145,1440,2552,1645,1199,2831,1904,1890,1654,459,810,298,2415,1903,1410,3250,2142,2682,869,2151,988,339,1728,3284,2782,1740,3333,2414,1071,1740,3180,3284,2782,1382,2662,99,1512,929,2443,1486,631,1221,3341,468,2831,2885,510,1498,1663,1299,1930,1948,1947,2466,1612,2151,988,2911,228,2763,2618,2831,1071,1231,1625,1221,3341,2267,869,1312,3351,407,1654,2831,228,376,2157,1066,2000,2732,2464,2499,869,979,1199,2831,3121,554,1341,2050,3333,2142,1071,339,1728,1740,1221,945,1489,2831,2542,2510,869,1688,1198,2081,1728,1754,2831,2763,2198,869,1955,407,736,864,1740,2763,2142,1561,1071,679,752,151,2911,228,1221,3341,2686,1563,2831,869,2492,1856,1612,1740,592,2686,1563,179,696,228,479,2323,2482,84,2733,2341,2492,394,644,1071,66,235,67,2831,2492,394,644,1002,205,2763,1457,2323,2482,2245,2966,788,2763,2969,2911,228,2492,124,898,2763,2043,2000,460,2831,2916,2743,869,3032,2831,266,810,1598,1622,3039,3040,2550,1824,788,1740,1947,1809,2447,459,810,298,2415,869,2466,3145,2704,3040,2550,2831,792,1964,1243,2704,2447,298,2415,705,3065,898,702,864,2831,679,752,1071,3284,228,2447,702,2142,864,2466,1612,298,2415,1493,910,2831,702,864,1824,3162,696,2704,425,898,1995,1202,1202,1070,1071,3032,2831,1598,1622,2763,2118,1678,2922,2123,298,2415,1324,407,1337,1824,3284,1663,2000,2704,1043,2869,66,298,2415,2118,727,2922,2831,1824,990,1719,3333,1544,788,869,1498,1663,2704,699,2782,3347,898,1995,1202,1202,1070,1071,1688,1198,2466,1612,2000,298,2415,1324,407,2254,356,1080,2911,898,2916,2743,644,1730,869,298,2415,1324,407,2831,2826,2221,1740,3333,2142,869,3063,228,1654,1780,2466,3145,298,2415,3162,1441,1687,2697,3351,267,1824,2911,228,3333,673,3151,1071	1
3072,2494,1199,3128,202,2221,2763,2618,869,3333,2869,1620,1487,2494,339,1728,626,3098,2043,1544,869,3063,228,3180,124,1105,2831,407,1986,2494,686,1015,1345,869,2911,3284,1663,869,1282,1986,1733,1839,824,3219,1727,2494,1903,3180,1666,140,1396,65,2494,3084,3333,2267,3333,2090,679	1
2911,2763,2618,869,1486,612,655,2831,546,6,1685,631,228,1728,3064,2043,2317,1685,1685,1685,1685,1685,1685	1
298,2415,1043,3256,2006,1048	1
298,2415,2763,2447,1262,92,3254,1678,2966,2551,2948,869,2763,2969,1043,3256,2911,733,1324,2006,1071,228,266,938,938,1487,2798,1727,1447,2831,2245,1598,1231,869,2847,913,1733,1839,2142,869,2911,3180,1940,2720,869,1733,1839,1493,590,869,228,2221,245,2831,2142,2551,1324,1071,298,2415,228,1410,3250,267,263,427,334,18,1678,2966,869,943,592,2831,2614,2496,1824,3162,1221,3341,2198,869,1890,1714,1740,1221,3341,1299,138,3039,3254,1319,1262,92,943,909,1927,869,298,2415,1890,1714,280,898,2142,2198,3165,1071,298,2415,1221,3341,2763,733,1049,869,339,1728,266,596,869,679,752,2911,3284,1663,1071	1
496,865,3333,1319,869,2608,1348,1043,1740,2911,733,1324,2006,1071,1161,1948,1281,2157,869,3032,705,3065,2831,2158,257,2476,421,1625,2774,909,1927,3257,2326,476,3353,1824,3162,736,1947,898,869,1498,1663,3181,1730,2380,3071,386,898,2317,2981,2751,2831,2476,1625,869,2123,2884,661,1927,2551,2963,3268,3257,2326,1899,898,1883,1071,1231,1625,2872,2378,228,2251,3176,703,2969,869,3333,556,3260,2494,1155,72,869,967,1405,228,1474,2565,2372,3071,2476,421,1001,2831,1071,679,752,1733,1839,2142,1071,3145,185,275,2395,2198,2198,1071,699,2482,1598,1824,2485,2482,2190,869,679,752,1824,3162,657,592,1892,2628,577,905,707,237,2674,1654,3032,698,2831,696,3359,869,657,592,112,2966,983,165,1071,699,228,869,1351,1010,2911,2323,1769,651,869,1641,2894,1231,1275,3268,869,3329,2200,2009,2911,2447,703,3244,1071	1
1231,1625,1351,1010,1376,904,1071,3063,228,679,752,140,1467,2763,2618,869,1221,3341,1493,590,462	1
2763,2618	1
459,228,38,1805,2804,1161,1948,2804,298,2415,1071,1727,917,3145,38,266,2804,869,281,898,1890,1714,1199,280,2466,3351,869,1894,2799,2853,1324,407,657,1221,3341,3330,2352,1071,765,1890,1221,2447,1262,92,1486,1405,2911,228,2763,2618,2831,1071,679,752,1903,3180,1410,3250,1267,1294,2492,203,2831,2551,1324,869,1740,1903,3180,1410,3250,2763,2142,2831,2551,1324,1071,298,2415,3005,2551,3333,2267,869,1977,2551,3333,2198,869,2847,913,3183,2964,869,657,228,793,1447,2831,3175,1001,2408,869,1858,266,2763,2142,2831,228,1903,3180,2844,119,869,3231,946,2323,2482,2485,1199,2485,1947,869,1001,2862,298,2415,2482,62,78,3167,1149,2831,3231,1611,3162,1071,2911,3180,2022,1769,2551,3088,869,1199,407,2782,2763,2782,2763,2482,2973,225,2106,1876,932,869,1440,3268,1221,3341,824,2679,1071	1
1940,2720,1453,298,2415,869,3333,1493,590,869,268,407,657,228,266,13,13,95,2751,869,1903,3180,2844,119,1071,3065,898,2158,257,2476,421,1625,869,3181,1730,2380,3071,386,898,3231,2614,1625,869,1231,1625,1351,1010,3333,266,596,869,2763,2969,2911,733,3198,556,3260,2831,1071,1231,1625,1666,140,1396,2000,1394,1707,869,679,752,1733,1839,2142,869,1337,2156,228,1856,2887,2000,3145,185,679,752,657,3333,2142,1071	1
3032,1947,211,2565,182,2198,1734,2831,869,767,589,3032,3171,1486,3065,2831,2712,1532,1231,2613,2158,1903,3180,2831,869,1405,2552,1645,699,2781,155,2137,386,2565,182,122,1071,2911,2142,869,2799,698,1231,1625,2198,869,631,577,2380,3071,386,1894,2799,2751,2831,2063,1625,898,1071,1382,2662,3171,1486,228,1488,771,1046,3316,1001,2831,2981,2499,869,2847,913,2911,3284,1663,869,2763,2969,1231,1625,2831,1351,2718,631,155,2137,3268,1488,771,1046,2831,1400,1714,898,869,140,1660,3226,3138,1740,2763,2973,2551,3088,2674,1231,1625,2831,1856,3284,1663,1440,386,1947,407,2831,1819,636,869,1498,1663,318,906,1519,1396,228,1903,3180,2831,1071,1231,1625,268,2831,1351,1010,1740,733,2763,2618,869,2378,3180,2831,657,3180,898,869,3063,696,3359,3032,1948,2831,2063,1231,699,3180,67,1765,869,1903,3180,1573,2225,185,869,1440,2844,3057,1221,3341,1730,274,869,1199,3128,2482,3176,810,3003,2177,3231,1071,3025,303,2043,904,898,869,2859,363,228,810,1474,376,1453,2831,2798,604,182,228,1474,376,2959,2782,1561,2763,898,869,2022,977,2859,2911,3333,2763,2006,1281,1071,3180,3129,2831,228,1640,151,1625,268,1950,1198,2142,3180,810,2245,2022,2208,864,2798,2763,2969,1654,3032,698,2492,229,699,14,266,2157,2831,1824,1486,1405,869,1740,228,810,1670,1351,1071,1351,1010,2000,1890,1714,1221,869,1740,733,2266,1899,2320,869,1382,2662,124,2447,1262,92,2831,298,2415,657,2114,2317,1071,459,268,2831,3183,640,631,1489,2267,401,1904,2156,2831,869,679,752,2798,2798,3255,2696,1405,679,752,2826,2221,1220,1299,3333,2142,462,3180,864,592,2911,592,1486,1948,2831,869,699,2763,2969,1663,1612,2482,1948,2712,1532,1231,1119,1119,1071	1
1146,2732,2763,2618	1
